mkey,speckey,step,relationship,affiliation,begin_date,end_date,portion,position,attrib_type,attributor,attrib_date,attrib_source,certainty,attrib_comment,note,option1,option2,option3,option4,unlinked_value,prior_attribution,taxvarkey,type_specimen,taxonomy,broader_text
381262,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
379832,1156197,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Sphaerium striatinum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Sphaerium
381418,1160261,,,,,,,,,"Zoltai, S.C.",,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
393778,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
393627,1156197,,,,,,,,,,,,,,,,,,,,false,,false,Sphaerium striatinum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Sphaerium
393185,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
644962,1113225,,,,,,,,,,,,,,,,,,,,false,,false,Typha angustifolia,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Typhales; Typhaceae; Typha
680093,1156173,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium lilljeborgi,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
702222,1150884,,,,,,,,,,,,,,,,,,,,false,,false,Colius striatus,Animalia; Chordata; Vertebrata; Aves; Coliiformes; Coliidae; Colius
693440,1167930,,,,,,,,,,,,,,,,,,,,false,,false,Merops pusillus,Animalia; Chordata; Vertebrata; Aves; Coraciiformes; Meropidae; Merops
22649,1009911,,,,,,,,,,,,,,,,,,,,false,,false,Amphidium lapponicum,Plantae; Bryophyta; Bryopsida; Bryidae; Dicranales; Rhabdoweisiaceae; Amphidium
22652,1009911,,,,,,,,,,,,,,,,,,,,false,,false,Amphidium lapponicum,Plantae; Bryophyta; Bryopsida; Bryidae; Dicranales; Rhabdoweisiaceae; Amphidium
20236,1009480,,,,,,,,,,,,,,,,,,,,false,,false,Barbula convoluta,Plantae; Bryophyta; Bryopsida; Bryidae; Pottiales; Pottiaceae; Barbula
28529,1007699,,,,,,,,,,,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
28495,1007699,,,,,,,,,,,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
28503,1007699,,,,,,,,,"Ireland, R.R.",1984,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
106952,1088324,,,,,,,,,,,,,,,,,,,,false,,false,Ribes lacustre,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
106953,1088324,,,,,,,,,,,,,,,,,,,,false,,false,Ribes lacustre,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
103382,1088324,,,,,,,,,JHS,,,,,,,,,,,false,,false,Ribes lacustre,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
126967,1085501,,,,,,,,,"Argus, G.W.",1980,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
125641,1085501,,,,,,,,,"Argus, G.W.",1978,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
118423,1088324,,,,,,,,,,,,,,,,,,,,false,,false,Ribes lacustre,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
129555,1085501,,,,,,,,,"Argus, G.W.",1978,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
129639,1085501,,,,,,,,,"Argus, G.W.",1978,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
124195,1169507,,,,,,,,,"Cecile, C.P.",1980,,,,,,,,,,false,,false,Potentilla anserina,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Rosaceae; Potentilla
129127,1085501,,,,,,,,,"Argus, G.W.",1978,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
127732,1088309,,,,,,,,,J.H.Soper,1979,,,,,,,,,,false,,false,Ribes hirtellum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
127738,1092620,,,,,,,,,"Soper, J.H.",1979,,,,,,,,,,false,,false,Myriophyllum tenellum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Haloragales; Haloragaceae; Myriophyllum
146581,1085501,,,,,,,,,,,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
141187,1088309,,,,,,,,,"Brunton, D.F.",,,,,,,,,,,false,,false,Ribes hirtellum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
148745,1085501,,,,,,,,,"Argus, G.W.",1972,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
147744,1091172,,,,,,,,,"Gillett, J.M.",1982,,,,,,,,,,false,,false,Hedysarum alpinum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Fabales; Fabaceae; Hedysarum
160890,1169523,,,,,,,,,"Consaul, Laurie L.",2011,,,,,,,,,,false,,false,Comarum palustre,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Rosaceae; Comarum
154591,1088324,,,,,,,,,"Scoggan, H.J.",1955,,,,,,,,,,false,,false,Ribes lacustre,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
357682,1088309,,,,,,,,,,,,,,,,,,,,false,,false,Ribes hirtellum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
366698,1080105,,,,,,,,,,,,,,,,,,,,false,,false,Halerpestes cymbalaria,Plantae; Magnoliophyta; Magnoliopsida; Magnoliidae; Ranunculales; Ranunculaceae; Halerpestes
372490,1157968,,,,,,,,,,,,,,,,,,,,false,,false,Gyraulus parvus,Animalia; Mollusca; Gastropoda; Pulmonata; Basommatophora; Planorbioidea; Planorbidae; Gyraulus
378710,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
374685,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
379353,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
373716,1156197,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Sphaerium striatinum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Sphaerium
373726,1156197,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Sphaerium striatinum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Sphaerium
373729,1156197,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Sphaerium striatinum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Sphaerium
376302,1156197,,,,,,,,,,,,,,,,,,,,false,,false,Sphaerium striatinum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Sphaerium
376409,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
378626,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
376653,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
375308,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
373680,1156197,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Sphaerium striatinum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Sphaerium
373624,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
387959,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
385265,1157968,,,,,,,,,"Clarke, Arthur H.",,,,,,,,,,,false,,false,Gyraulus parvus,Animalia; Mollusca; Gastropoda; Pulmonata; Basommatophora; Planorbioidea; Planorbidae; Gyraulus
380014,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
382391,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
381646,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
381648,1156197,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Sphaerium striatinum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Sphaerium
377319,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
380124,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
393667,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
393779,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
676763,1180200,,,HOLOTYPE,,,,,,,,,,,,,,,,,false,,true,Canthidium (Eucanthidium) macclevei,Animalia; Arthropoda; Insecta; Coleoptera; Polyphaga; Scarabaeoidea; Scarabaeidae; Scarabaeinae; Canthidium; Canthidium (Eucanthidium)
687218,1191919,,,PARATYPE,,,,,,,,,,,,,,,,,false,,true,Eucatops (Sphaerocatops) mexicanus,Animalia; Arthropoda; Insecta; Coleoptera; Polyphaga; Staphylinoidea; Leiodidae; Cholevinae; Eucatops; Eucatops (Sphaerocatops)
20036,1009911,,,,,,,,,"Sharp  , A.J.",,,,,,,,,,,false,,false,Amphidium lapponicum,Plantae; Bryophyta; Bryopsida; Bryidae; Dicranales; Rhabdoweisiaceae; Amphidium
20037,1009911,,,,,,,,,"Ireland, R.R.",1972,,,,,,,,,,false,,false,Amphidium lapponicum,Plantae; Bryophyta; Bryopsida; Bryidae; Dicranales; Rhabdoweisiaceae; Amphidium
20038,1009911,,,,,,,,,"Cain   , R.F.",1940,,,,,,,,,,false,,false,Amphidium lapponicum,Plantae; Bryophyta; Bryopsida; Bryidae; Dicranales; Rhabdoweisiaceae; Amphidium
20054,1009911,,,,,,,,,"Ireland, R.R.",,,,,,,,,,,false,,false,Amphidium lapponicum,Plantae; Bryophyta; Bryopsida; Bryidae; Dicranales; Rhabdoweisiaceae; Amphidium
20769,1009911,,,,,,,,,"Ireland, R.R.",1984,,,,,,,,,,false,,false,Amphidium lapponicum,Plantae; Bryophyta; Bryopsida; Bryidae; Dicranales; Rhabdoweisiaceae; Amphidium
105959,1169507,,,,,,,,,"Soper, J.H.",1950,,,,,,,,,,false,,false,Potentilla anserina,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Rosaceae; Potentilla
112187,1091466,,,,,,,,,"Gillett, J.M.",1978,,,,,,,,,,false,,false,Lupinus arcticus,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Fabales; Fabaceae; Lupinus
106288,1091172,,,,,,,,,,,,,,,,,,,,false,,false,Hedysarum alpinum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Fabales; Fabaceae; Hedysarum
106919,1088309,,,,,,,,,,,,,,,,,,,,false,,false,Ribes hirtellum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
106920,1088309,,,,,,,,,,,,,,,,,,,,false,,false,Ribes hirtellum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
121022,1085501,,,,,,,,,,,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
146563,1085501,,,,,,,,,,,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
144924,1104034,,,,,,,,,"Dugal, A.W.",1984,,,,,,,,,,false,,false,Artemisia biennis,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Artemisia
155427,1091172,,,,,,,,,"Gordon, M.E.",1987,,,,,,,,,,false,,false,Hedysarum alpinum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Fabales; Fabaceae; Hedysarum
157798,1085501,,,,,,,,,"Aiken, S.G.",1987,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
155373,1091172,,,,,,,,,"Gordon, M.E.",1987,,,,,,,,,,false,,false,Hedysarum alpinum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Fabales; Fabaceae; Hedysarum
351209,1089087,,,,,,,,,"Jarzen, S.A. & Jarzen, D.M.",1989-08,,,,,,,,,,false,,false,Malus fusca,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Rosaceae; Malus
373704,1156197,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Sphaerium striatinum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Sphaerium
373471,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
373486,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
382919,1157968,,,,,,,,,"Clarke, Arthur H.",,,,,,,,,,,false,,false,Gyraulus parvus,Animalia; Mollusca; Gastropoda; Pulmonata; Basommatophora; Planorbioidea; Planorbidae; Gyraulus
386696,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
382877,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
380353,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
380264,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
376214,1156197,,,,,,,,,,,,,,,,,,,,false,,false,Sphaerium striatinum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Sphaerium
381606,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
376776,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
381505,1156197,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Sphaerium striatinum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Sphaerium
393159,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
393211,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
393212,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
392586,1156175,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium nitidum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
672092,1187824,,,PARATYPE,,,,,,,,,,,,,,,,,false,,true,Euphoria paradisiaca,Animalia; Arthropoda; Insecta; Coleoptera; Polyphaga; Scarabaeoidea; Scarabaeidae; Cetoniinae; Euphoria
672093,1187824,,,PARATYPE,,,,,,,,,,,,,,,,,false,,true,Euphoria paradisiaca,Animalia; Arthropoda; Insecta; Coleoptera; Polyphaga; Scarabaeoidea; Scarabaeidae; Cetoniinae; Euphoria
680404,1156175,,,,,,,,,"Mackie, Gerald L.",,,,,,,,,,,false,,false,Pisidium nitidum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
715947,1167976,,,,,,,,,,,,,,,,,,,,false,,false,Pogoniulus bilineatus,Animalia; Chordata; Vertebrata; Aves; Piciformes; Lybiidae; Pogoniulus
16417,1009480,,,,,,,,,,,,,,,,,,,,false,,false,Barbula convoluta,Plantae; Bryophyta; Bryopsida; Bryidae; Pottiales; Pottiaceae; Barbula
23802,1009823,,,,,,,,,"Ireland, R.R.",1975,,,,,,,,,,false,,false,Dicranum scoparium,Plantae; Bryophyta; Bryopsida; Bryidae; Dicranales; Dicranaceae; Dicranum
22650,1009911,,,,,,,,,"Ireland, R.R.",,,,,,,,,,,false,,false,Amphidium lapponicum,Plantae; Bryophyta; Bryopsida; Bryidae; Dicranales; Rhabdoweisiaceae; Amphidium
20035,1009911,,,,,,,,,"Ireland, R.R.",,,,,,,,,,,false,,false,Amphidium lapponicum,Plantae; Bryophyta; Bryopsida; Bryidae; Dicranales; Rhabdoweisiaceae; Amphidium
28560,1007699,,,,,,,,,,,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
28561,1007699,,,,,,,,,,,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
28567,1007699,,,,,,,,,,,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
28528,1007699,,,,,,,,,"Ireland, R.R.",1975,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
28512,1007699,,,,,,,,,,,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
28523,1007699,,,,,,,,,,,,,,,,,,,,false,,false,Funaria hygrometrica,Plantae; Bryophyta; Bryopsida; Bryidae; Funariales; Funariaceae; Funaria
106974,1088324,,,,,,,,,,,,,,,,,,,,false,,false,Ribes lacustre,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
98831,1085501,,,,,,,,,"Argus, G.W.",,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
113627,1088309,,,,,,,,,,,,,,,,,,,,false,,false,Ribes hirtellum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
127005,1085501,,,,,,,,,"Argus, G.W.",1980,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
127650,1092620,,,,,,,,,"Hainault, R.",1979,,,,,,,,,,false,,false,Myriophyllum tenellum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Haloragales; Haloragaceae; Myriophyllum
133759,1088309,,,,,,,,,J.L.Riley,,,,,,,,,,,false,,false,Ribes hirtellum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
129554,1085501,,,,,,,,,"Argus, G.W.",1978,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
129567,1085501,,,,,,,,,"Argus, G.W.",1978,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
129617,1085501,,,,,,,,,"Argus, G.W.",1978,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
129642,1085501,,,,,,,,,"Argus, G.W.",1978,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
129652,1085501,,,,,,,,,"Argus, G.W.",1978,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
129657,1085501,,,,,,,,,"Argus, G.W.",1978,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
127460,1088309,,,,,,,,,"Hainault, R.",1979,,,,,,,,,,false,,false,Ribes hirtellum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Ribes
146501,1085501,,,,,,,,,,,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
147556,1091172,,,,,,,,,"Gillett, J.M.",1982,,,,,,,,,,false,,false,Hedysarum alpinum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Fabales; Fabaceae; Hedysarum
146588,1085501,,,,,,,,,,,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
147185,1091172,,,,,,,,,"Edlund, S.A.",1985,,,,,,,,,,false,,false,Hedysarum alpinum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Fabales; Fabaceae; Hedysarum
143130,1100818,,,,,,,,,,,,,,,,,,,,false,,false,Euphrasia,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Scrophulariales; Scrophulariaceae
148777,1085501,,,,,,,,,"Argus, G.W.",1972,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
148839,1085501,,,,,,,,,"Argus, G.W.",1982,,,,,,,,,,false,,false,Salix glauca,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix
351138,1146932,,,,,,,,,"Jarzen, S.A. & Jarzen, D.M.",1989-08,,,,,,,,,,false,,false,Thuja plicata,Plantae; Coniferophyta; Coniferopsida; Coniferales; Cupressaceae; Thuja
364144,1091172,,,,,,,,,,,,,,,,,,,,false,,false,Hedysarum alpinum,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Fabales; Fabaceae; Hedysarum
374702,1157968,,,,,,,,,"Smith, Muriel F.I.",,,,,,,,,,,false,,false,Gyraulus parvus,Animalia; Mollusca; Gastropoda; Pulmonata; Basommatophora; Planorbioidea; Planorbidae; Gyraulus
370152,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
373677,1156197,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Sphaerium striatinum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Sphaerium
381980,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
382016,1156166,,,,,,,,,"Herrington, Harry B.",,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
383043,1156166,,,,,,,,,,,,,,,,,,,,false,,false,Pisidium compressum,Animalia; Mollusca; Bivalvia; Heterodonta; Veneroida; Corbiculoidea; Sphaeriidae; Pisidium
394008,1160261,,,,,,,,,,,,,,,,,,,,false,,false,Valvata tricarinata,Animalia; Mollusca; Gastropoda; Orthogastropoda; Mesogastropoda; Valvatoidea; Valvatidae; Valvata
666261,1026147,,,,,,,,,"Guerra-García, José M.",2010,,,,,,,,,,false,,false,Caprella,Animalia; Arthropoda; Crustacea; Malacostraca; Eumalacostraca; Peracarida; Amphipoda; Corophiidea; Caprellida; Caprelloidea; Caprellidae; Caprellinae
746176,1105078,,,,,,,,,,,,,,,,,,,,false,,false,Cirsium kamtschaticum,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Cirsium
754891,1036850,,,,,,,,,,,,,,,,,,,,false,,false,Ovalipes ocellatus,Animalia; Arthropoda; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Brachyura; Eubrachyura; Portunoidea; Polybiidae; Ovalipes
