id_number,label_name,taxon_link,ident,id_date,type_status,higher_taxa,count,sex,coll_num,collector,place_collected,date_collected,spec_nature,description,acq_number,site_desc,altitude,lat,long,site_notes,home_loc
CAN 278957,Petasites frigidus var. frigidus,Petasites frigidus subsp. frigidus,,"",,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Petasites; Petasites frigidus,1,,12567,"Raup, Hugh M.; Raup, L.G.","North America: Canada, Yukon Territory",1944-07-18,dry,,"",,,,,,
CAN 278959,Petasites frigidus subsp. frigidus,Petasites frigidus subsp. frigidus,,"",,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Petasites; Petasites frigidus,24,,11413,"Raup, Hugh M.; Correll, Donovan S.","North America: Canada, Yukon Territory",1943-08-19,dry,,"",,,,,,
CAN 278964,Petasites frigidus,Petasites frigidus,,"",,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Petasites,1,,13126,"Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-06-14,dry,,"",,,,,,
CAN 278974,Artemisia alaskana,Artemisia alaskana,,"",,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Artemisia,1,,13996,"Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-08-10,dry,,"",,,,,,
CAN 279013,Artemisia furcata,Artemisia furcata,,"",,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Artemisia,1,,12101,"Raup, Hugh M.; Raup, L.C.","North America: Canada, Yukon Territory, Kluane Lake",1944-07-02,dry,,"","Vicinity of south shore of Kluane L. near its eastern end, mi. 1064-1065 (Alaska Highway). Near  Kluane National Park and Reserve.","",61.05,-138.516667,Alpine N. slope of mt.,
CAN 279014,Artemisia alaskana,Artemisia alaskana,,"",,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Artemisia,1,,12895,"Raup, Hugh M.; Raup, L.G.","North America: Canada, Yukon Territory",1944-08-20,dry,,"",,,,,,
CAN 279015,Artemisia alaskana,Artemisia alaskana,,"",,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Artemisia,1,,12436,"Raup, Hugh M.; Raup, L.G.","North America: Canada, Yukon Territory",1944-07-12,dry,,"",,,,,,
CAN 279018,Symphyotrichum yukonensis,Symphyotrichum yukonense,"Brouillet, Luc; Wattier, C.",2007,,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Symphyotrichum,1,,12618,"Raup, Hugh M.; Raup, L.G.","North America: Canada, Yukon Territory, Kluane National Park and Reserve",1944-07-22,dry,,"","Vicinity of the mouth of Slim's River, Kluane L.","",60.983333,-138.55,Willow thicket at margin of mud flat.,Natural Heritage Building/ Herbarium
CAN 279020,Aster borealis,Symphyotrichum boreale,,"",,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Symphyotrichum,1,,12966,"Raup, Hugh M.; Raup, L.G.","North America: Canada, Yukon Territory, Haines Junction",1944-08-26,dry,,"",(Kluane National Park and Reserve). Valley of Alsek River about 4 mi. east of Haines Road Junction.,"",60.783333,-137.416667,Swamp slope.,Natural Heritage Building/ Herbarium
CAN 279021,Aster sibiricus,Eurybia sibirica,,"",,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Eurybia,1,,12357,"Raup, Hugh M.; Raup, L.G.","North America: Canada, Yukon Territory",1944-07-08,dry,,"",,,,,,
CAN 279022,Aster sibiricus,Eurybia sibirica,,"",,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Eurybia,1,,10950,"Raup, Hugh M.; Correll, Donovan S.","North America: Canada, Yukon Territory",1943-08-03,dry,,"",,,,,,
CAN 279024,Erigeron humilis,Eurybia sibirica,,"",,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Eurybia,13,,1348,"Murray, David F.; Murray, Barbara M.","North America: Canada, Yukon Territory",1967-08-05 - 1967-08-10,dry,,"",,,,,,
CAN 279025,Aster sibiricus,Eurybia sibirica,,"",,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Eurybia,1,,12884,"Raup, Hugh M.; Raup, L.G.","North America: Canada, Yukon Territory",1944-08-20,dry,,"",,,,,,
CAN 279027,Aster alpinus subsp. vierhapperi,Aster alpinus var. vierhapperi,,"",,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Aster; Aster alpinus,1,,13173,"Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-06-23,dry,,"",,,,,,
CAN 279502,Cystopteris fragilis,Cystopteris fragilis,"Porsild, A. Erling","",,Plantae; Pteridophyta; Filicopsida; Filicidae; Aspidiales; Dryopteridaceae; Cystopteris,1,,312,"Youngman, Philip M.; Tessier, Gaston D.","North America: Canada, Yukon Territory",1963-05-26,dry,,"","Little Atlin Lake, 6 miles SSE Jakes Corner.","",0.0,0.0,"Dry, rocky slides area.",Natural Heritage Building/ Herbarium
CAN 279511,Carex buxbaumii,Carex buxbaumii,,"",,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Cyperales; Cyperaceae; Carex,1,,13932,"Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory, Burwash Landing",1948-08-03,dry,,"",Vicinity of Burwash. Near Kluane National Park and Reserve.,"",61.366667,-138.983333,Wet meadow.,
CAN 279512,Carex buxbaumii,Carex buxbaumii,,"",,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Cyperales; Cyperaceae; Carex,1,,13506,"Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-07-10,dry,,"",Vicinity of camp on Henry Creek.,"",61.783333,-138.833333,Margin of small lake.,
CAN 279513,Carex eleusinoides,Carex eleusinoides,,"",,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Cyperales; Cyperaceae; Carex,1,,13825,"Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory, Kluane Lake",1948-07-19,dry,,"","Boulder Creek, near head of Big Arm. Near Kluane National Park and Reserve.","",61.65,-138.7,Gravel bars,
CAN 279533,Sisyrinchium montanum,Sisyrinchium montanum,,"",,Plantae; Magnoliophyta; Liliopsida; Liliidae; Liliales; Iridaceae; Sisyrinchium,1,,13251,"Raup, Hugh M.; Raup, K.A.; Drury Jr., William H.","North America: Canada, Yukon Territory, Alaska Highway (YK)",1948-06-25,dry,,"","Vicinity of Pine Creek, Alaska Highway near mi. 1019.","",60.783333,-137.583333,Gravel terrace along creek.,
CAN 279534,Sisyrinchium montanum,Sisyrinchium montanum,,"",,Plantae; Magnoliophyta; Liliopsida; Liliidae; Liliales; Iridaceae; Sisyrinchium,1,,13241,"Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory, Alaska Highway (YK)",1948-06-25,dry,,"","Vicinity of Pine Creek, Alaska Highway near mi. 1019","",60.783333,-137.583333,Wet muskeg,
CAN 279540,Saussurea angustifolia var. yukonensis,Saussurea angustifolia var. yukonensis,,"",,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Saussurea; Saussurea angustifolia,1,,359,"Youngman, Philip M.; Tessier, G.","North America: Canada, Yukon Territory, Ogilvie Mountains",1963-07-14,dry,,"","Ogilvie Mountains, 52 miles NE of Dawson.",1389 m,64.591667,-138.216667,,
CAN 279541,Erigeron unalaschkensis,Erigeron humilis,,"",,Plantae; Magnoliophyta; Magnoliopsida; Asteridae; Asterales; Asteraceae; Erigeron,1,,335,"Youngman, Philip M.; Tessier, Gaston D.","North America: Canada, Yukon Territory",1963-07-15,dry,,"",,,,,,
CAN 279565,Saxifraga tricuspidata,Saxifraga tricuspidata,,"",,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Saxifraga,1,,323,"Youngman, Philip M.; Tessier, Gaston D.","North America: Canada, Yukon Territory, Ogilvie Mountains",1963-07-15,,,"",,,,,,
CAN 279566,Saxifraga serpyllifolia,Saxifraga serpyllifolia,,"",,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Saxifraga,1,,378,"Youngman, Philip M.; Tessier, G.","North America: Canada, Yukon Territory, Ogilvie Mountains",1963-07-15,dry,,"","Ogilvie Mountains, 52 miles NE of Dawson. Aklavik Road.",1688 m,0.0,0.0,,
CAN 279567,Saxifraga radiata,Saxifraga radiata,"Elven, Reidar",2003-05,,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Saxifraga,1,,331,"Youngman, Philip M.; Tessier, G.","North America: Canada, Yukon Territory, Ogilvie Mountains",1969-07-15,dry,,"",52 miles (84 km) NE of Dawson,1688 m,64.591667,-138.216667,,
CAN 279568,Micranthes porsildiana,Micranthes porsildiana,,"",,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Micranthes,1,,339,"Youngman, Philip M.; Tessier, G.","North America: Canada, Yukon Territory, Ogilvie Mountains",1963-07-15,dry,,"","Ogilvie Mountains, 52 miles NE of Dawson.",1688 m,0.0,0.0,,
CAN 279569,Saxifraga hirculus,Saxifraga hirculus,"Porsild, A. Erling","",,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Saxifraga,1,,369,"Youngman, Philip M.; Tessier, G.","North America: Canada, Yukon Territory, Ogilvie Mountains",1963-07-14,dry,,"","Ogilvie Mountains, 52 miles NE of Dawson.",1389 m,64.591667,-138.216667,,
CAN 279800,Cystopteris fragilis,Cystopteris fragilis,,"",,Plantae; Pteridophyta; Filicopsida; Filicidae; Aspidiales; Dryopteridaceae; Cystopteris,1,,13802,"Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-07-18,dry,,"",Mountain slopes and summits N.E. of Red Tail Lake.,"",61.683333,-138.666667,Alpine ledges.,Natural Heritage Building/ Herbarium
CAN 279805,Woodsia alpina,Woodsia alpina,,"",,Plantae; Pteridophyta; Filicopsida; Filicidae; Aspidiales; Dryopteridaceae; Woodsia,1,,13486,"Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-07-09,dry,,"",Mountain slopes and summits N.E. of Red Tail Lake.,"",61.833333,-138.866667,,
CAN 279839,Calamagrostis lapponica (Wahl.) Hartman,Calamagrostis lapponica,"Saarela, Jeffery M.",2013,,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Poales; Poaceae; Calamagrostis,"",,13618,"Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory, Ptarmigan Heart  (YT)",1948-07-13,,,"",Mountain slopes and summits 4 mile SE of Ptarmigan Heart,"",61.733,-137.633,,
CAN 279840,Calamagrostis lapponica (Wahl.) Hartman,Calamagrostis lapponica,"Saarela, Jeffery M.",2013,,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Poales; Poaceae; Calamagrostis,"",,13720,"Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory, Ptarmigan Heart  (YT)",1948-08-16,,,"",Mountain slopes and summits 4 mile SE of Ptarmigan Heart,"",61.733,-137.633,,
CAN 279841,Calamagrostis stricta (Timm) Koeler subsp. stricta,Calamagrostis stricta subsp. stricta,"Saarela, Jeffery M.",2014,,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Poales; Poaceae; Calamagrostis; Calamagrostis stricta,"",,13914,"Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory, Burwash Landing",1948-08-03,,,"",Vicinity of Burwash,"",61.367,-132.017,,
CAN 279846,Festuca altaica,Festuca altaica,"Aiken, S.G.",1984-10-12,,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Poales; Poaceae; Festuca,1,,"","Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-07-16,,,"",Ptarmigan Heart  Mountain slopes and summits N.E. of.,"",61.816667,-138.583333,Alpine tundra.,
CAN 279847,Festuca altaica,Festuca altaica,"Aiken, S.G.",1984-10-12,,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Poales; Poaceae; Festuca,1,,"","Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-07-15,,,"",Ptarmigan Heart  Vicinity of camp.,"",61.766667,-138.616667,Dry muskeg.,
CAN 279848,Festuca altaica,Festuca altaica,"Aiken, S.G.",1984-10-12,,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Poales; Poaceae; Festuca,1,,"","Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-07-31,,,"",Duke River  Gravel flats near mouth of River. Kluane National Park and Reserve,"",61.4,-139.116667,Grassy meadows.,
CAN 279849,Festuca altaica,Festuca altaica,"Aiken, S.G.",1984-10-12,,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Poales; Poaceae; Festuca,1,,"","Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-07-06,,,"",Bridge Creek  Headwaters of.,"",61.583333,-138.833333,Wet alpine tundra.,
CAN 279850,Festuca altaica,Festuca altaica,"Aiken, S.G.",1984-10-12,,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Poales; Poaceae; Festuca,1,,"","Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-07-19,,,"","Boulder Creek  Near head of Big Arm, Kluane Lake. Near  Kluane National Park and Reserve.","",61.65,-138.7,Gravel bars.,
CAN 279851,Festuca saximontana,Festuca saximontana,"Aiken, S.G.",1985-11,,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Poales; Poaceae; Festuca,1,,"","Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-07-31,,,"",Duke River  Near mouth of  gravel flats. Kluane National Park and Reserve,"",61.4,-139.116667,Grassy meadows.,
CAN 279852,Festuca brachyphylla,Festuca brachyphylla,"Aiken, S.G.",1985-11,,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Poales; Poaceae; Festuca,1,,"","Raup, Hugh M.; Drury Jr., William H.","North America: Canada, Yukon Territory",1948-07-13,,,"",Ptarmigan Heart  Mountain slopes and summits 4 miles S.E. of.,"",61.733333,-138.533333,Alpine tundra.,
CAN 279853,Festuca brachyphylla,Festuca brachyphylla,"Aiken, S.G.",1985-11,,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Poales; Poaceae; Festuca,1,,"","Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-07-16,,,"",Ptarmigan Heart  Mountain slopes and summits NE of.,"",61.816667,-138.583333,Alpine tundra.,
CAN 279856,Festuca richardsonii,Festuca rubra subsp. arctica,,"",,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Poales; Poaceae; Festuca; Festuca rubra,1,,"","Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-07-19,,,"","Boulder Creek  Near head of Big Arm, Kluane Lake. Near  Kluane National Park and Reserve.","",61.65,-138.7,Gravel bars.,
CAN 279857,Festuca richardsonii,Festuca rubra subsp. arctica,,"",,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Poales; Poaceae; Festuca; Festuca rubra,1,,"","Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-08-03,,,"",Burwash  Vicinity of.,"",61.366667,-138.983333,Wet meadow.,
CAN 279858,Festuca richardsonii,Festuca rubra subsp. arctica,,"",,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Poales; Poaceae; Festuca; Festuca rubra,1,,"","Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-08-03,,,"",Burwash  Vicinity of.,"",61.366667,-138.983333,Gravel beach.,
CAN 279861,Poa arctica,Poa arctica,"Soreng, R.J.",1990,,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Poales; Poaceae; Poa,1,,13626,"Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-07-13,,,"",Ptarmigan Heart  Mountain pass 4 miles southeast of.,"",61.733333,-138.533333,Alpine tundra.,
CAN 279862,Poa arctica,Poa arctica,"Soreng, R.J.",1990,,Plantae; Magnoliophyta; Liliopsida; Commelinidae; Poales; Poaceae; Poa,1,,13665,"Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-07-15,,,"",Ptarmigan Heart  Vicinity of camp.,"",61.766667,-138.616667,Muskeg.,
CAN 280170,Salix polaris,Salix polaris,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,12586,"Raup, Hugh M.; Raup, L.G.","North America: Canada, Yukon Territory, Kluane Lake",1944-07-18,dry,,"","Mountain slopes east of the mouth of Slim's R., Kluane L.","",60.95,-138.416667,"Damp turf and snow flushes, above timber.",Natural Heritage Building/ Herbarium
CAN 280171,Salix polaris,Salix polaris,"Argus, George W.",1967,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,12588,"Raup, Hugh M.; Raup, L.G.","North America: Canada, Yukon Territory",1944-07-18,dry,Written on card:  ov base glab.,"","Mountain slopes east of the mouth of Slim's R., Kluane L.              {(Kluane National Park and Reserve). Slims River  Mount St Elias Quad.}","",60.95,-138.416667,Damp alpine turf and snow flushing.,Natural Heritage Building/ Herbarium
CAN 280174,Salix polaris,Salix polaris,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,13402,"Raup, Hugh M.; Drury, W.H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-07-06,dry,,"",Headwaters of Bridge Creek.,"",61.583333,-138.833333,Alpine talus slope.,Natural Heritage Building/ Herbarium
CAN 280175,Salix polaris,Salix polaris,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,13718,"Raup, Hugh M.; Drury, W.H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-07-16,dry,,"",N.E. of Ptarmigan Heart.,"",61.816667,-138.583333,Mountain slopes and summits. Alpine tundra.,Natural Heritage Building/ Herbarium
CAN 280179,Salix boothii,Salix boothii,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,13059,"Raup, Hugh M.","North America: Canada, Yukon Territory",1948-06-10,,,"",Pine Cr  Dezadeash Quad. Kluane National Park and Reserve.,"",60.783333,-137.583333,,
CAN 280185,Salix planifolia,Salix planifolia,"Argus, George W.",1998,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,13992,"Raup, Hugh M.; Drury, W.H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-08-07,dry,,"","Alaska Highway, m. 1073-1085.","",61.25,-138.733333,"Wet meadow near lake, mi. 1075.",Natural Heritage Building/ Herbarium
CAN 280188,Salix planifolia,Salix planifolia,"Argus, George W.",1998,,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,13933,"Raup, Hugh M.; Drury, W.H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-08-03,dry,Written on card:  scattered stomata above.,"",Vicinity of Burwash.,"",61.366667,-138.983333,Wet meadow.,Natural Heritage Building/ Herbarium
CAN 280189,Salix pulchra,Salix pulchra,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,13712,"Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-07-16,dry,Written at bottom of card: 151.,"",Mountain slopes and summits N.E. of Ptarmigan Heart.,"",61.816667,-138.583333,Alpine tundra.,Natural Heritage Building/ Herbarium
CAN 280190,Salix pulchra,Salix pulchra,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,1 3365,"Raup, Hugh M.; Drury Jr., William H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-07-06,dry,,"",Headwaters of Bridge Creek.,"",61.583333,-138.833333,Wet alpine tundra.,Natural Heritage Building/ Herbarium
CAN 280191,Salix pulchra,Salix pulchra,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,13392,"Raup, Hugh M.; Drury, W.H.; Raup, K.A.","North America: Canada, Yukon Territory",1948-07-06,dry,,"",Headwaters of Bridge Creek.,"",61.583333,-138.833333,Alpine talus slopes.,Natural Heritage Building/ Herbarium
CAN 280232,Betula pumila var. glandulifera,Betula pumila var. glandulifera,,"",,Plantae; Magnoliophyta; Magnoliopsida; Hamamelidae; Fagales; Betulaceae; Betula; Betula pumila,1,,12989A,"Raup, Hugh M.","North America: Canada, Yukon Territory, Watson Lake (YK)",1944-09-03,dry,6-8' high,"",Vicinity of the eastern end of Watson L.,"",60.083333,0.0,Thicket along lake.,
CAN 280256,Ledum groenlandicum,Rhododendron groenlandicum,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Ericales; Ericaceae; Ledum,1,,11806,"Raup, Hugh M.; Raup, L.G.","North America: Canada, Yukon Territory","",,,"",,,,,,
CAN 280257,Ledum palustre subsp. decumbens,Ledum palustre ssp. decumbens,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Ericales; Ericaceae; Rhododendron,1,,"",,"North America: Canada, Yukon Territory","",,,"",,,,,,
CAN 280293,Primula incana,Primula incana,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Primulales; Primulaceae; Primula,1,,12415,"Raup, Hugh M.; Raup, L.G.","North America: Canada, Yukon Territory, Kluane Lake",1944-07-11,dry,Fls. pink,"",Vicinity of the mouth of Slim's River.  Alaska Highway. Near Kluane National Park and Reserve.,"",60.983333,-138.55,Slough,
CAN 280295,Primula incana,Primula incana,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Primulales; Primulaceae; Primula,1,,11922,"Raup, Hugh M.; Raup, L.G.","North America: Canada, Yukon Territory, Alaska Highway (YK)",1944-06-24,dry,,"",Alsek River Valley near mi. 1021 Kluane National Park and Reserve.,"",60.783333,-137.633333,Semi-saline prairie,
CAN 280296,Primula clusiana,Primula clusiana,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Primulales; Primulaceae; Primula,1,,11890,"Raup, Hugh M.; Raup, L.G.","North America: Canada, Yukon Territory, Alaska Highway (YK)",1944-06-24,dry,,"",Alsek River Valley near mi. 1021. Kluane National Park and Reserve.,"",60.783333,-137.633333,Muskeg,
CAN 280583,Salix arctica,Salix arctica,,"",,Plantae; Magnoliophyta; Magnoliopsida; Dilleniidae; Salicales; Salicaceae; Salix,1,,12584,"Raup, Hugh M.","North America: Canada, Yukon Territory",1944-07-18,,,"",(Kluane National Park and Reserve). Slims River  Mount St Elias Quad.,"",60.95,-138.416667,,
CAN 280604,Saxifraga tricuspidata,Saxifraga tricuspidata,,"",,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Saxifraga,1,,12550,"Raup, Hugh M.; Raup, L.G.","North America: Canada, Yukon Territory",1944-07-18,dry,,"",,,,,,Natural Heritage Building/ Herbarium
CAN 280605,Saxifraga tricuspidata,Saxifraga tricuspidata,,"",,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Saxifraga,1,,11186,"Raup, Hugh M.; Correll, Donovan S.","North America: Canada, Yukon Territory",1943-08-13,dry,,"",,,,,,Natural Heritage Building/ Herbarium
CAN 280606,Saxifraga tricuspidata,Saxifraga tricuspidata,,"",,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Saxifraga,1,,12925,"Raup, Hugh M.; Raup, L.G.","North America: Canada, Yukon Territory",1944-08-20,,,"",,,,,,
CAN 280607,Saxifraga tricuspidata,Saxifraga tricuspidata,,"",,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Saxifraga,1,,11779,"Raup, Hugh M.; Raup, L.G.","North America: Canada, Yukon Territory",1944-06-17,,,"",,,,,,
CAN 280609,Saxifraga hyperborea R. Br,Saxifraga hyperborea,"Gillespie, Lynn J.",2014,,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Saxifraga,1,,11418,"Raup, Hugh M.; Correll, D.S.","North America: Canada, Yukon Territory",1943-08-19,dry,,"",Alpine N.E. slope of Mt. White. About 7 miles east of Little Atlin Lake.,"",60.366667,-133.85,Valley slopes and mountain summits.,Natural Heritage Building/ Herbarium
CAN 280610,Micranthes reflexa,Micranthes reflexa,,"",,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Micranthes,1,,12122,"Crum, Howard A.; Raup, L.C.","North America: Canada, Yukon Territory, Kluane Lake",1944-07-02,dry,,"","Vicinity of the south shore of Kluane L. near its eastern end, mi. 1064-1065.","",61.05,-138.516667,Damp alpine ledges,
CAN 280611,Micranthes reflexa,Micranthes reflexa,,"",,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Micranthes,1,,12523,"Crum, Howard A.; Raup, L.C.","North America: Canada, Yukon Territory, Kluane Lake",1944-07-18,dry,,"",Mountain slopes east of the mouth of Slim's R.,1219 m,60.95,-138.416667,Open knoll,
CAN 280612,Micranthes porsildiana,Micranthes porsildiana,,"",,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Micranthes,1,,12244,"Raup, Hugh M.; Raup, L.G.","North America: Canada, Yukon Territory, Kluane Lake",1944-07-05,dry,,"",Mountain slopes and muskegs S. of Burwash Landing. Near Kluane National Park and Reserve.,"",61.333333,-139.05,damp alpine ravines,
CAN 280613,Micranthes porsildiana,Micranthes porsildiana,,"",,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Micranthes,1,,12535,"Raup, Hugh M.; Raup, L.G.","North America: Canada, Yukon Territory, Kluane Lake",1944-07-18,dry,,"","Mountain slopes east of the mouth of Slim's R., Kluane L.","",60.95,-138.416667,wet moss in alpine gully,
CAN 280614,Micranthes porsildiana,Micranthes porsildiana,,"",,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Micranthes,1,,11226,"Raup, Hugh M.; Correll, D.S.","North America: Canada, Yukon Territory, Little Atlin Lake (YT)",1943-08-13,dry,,"","Valley slopes and mountain summits about 7 miles east of Little Atlin Lake. N. slope of mt. N. of road, near summit","",60.366667,-133.85,,
CAN 280615,Saxifraga oppositifolia,Saxifraga oppositifolia,,"",,Plantae; Magnoliophyta; Magnoliopsida; Rosidae; Rosales; Saxifragaceae; Saxifraga,1,,11326,"Raup, Hugh M.; Correll, D.S.","North America: Canada, Yukon Territory, Little Atlin Lake (YT)",1943-08-15,dry,,"",Little Atlin Lake  About 7 miles east of  valley slopes and mountain summits.,"",60.366667,-133.85,Open pine woods.,
