id,language,site_id,site_type,site_name,environment,description,site_date,location,location_accuracy,start_latitude,start_longitude,end_latitude,end_longitude,utm_start,utm_end,start_latitude_dec,start_longitude_dec,end_latitude_dec,end_longitude_dec,decimal_is_primary,coord_uncertainty,coord_uncertainty_verb,uncertainty_unit,georef_status,georef_source,geodetic_datum,measurements,elevation,topography,ecological_zones,vegetation,disturbance_factors,condition,owner,register_status,archaeological_status,jurisdiction,site_designation,research_activity,recommendations,note,publish,option1,option2,flag1,flag2,sort_prefix,sort1,sort2,sort3,sort4,sort5,create_date,created_by,update_date,updated_by
432340,eng,CAN 583051,,CAN 583051-Crocker Bay(NU),terrestrial,"Devon Island, SE side. Croker Bay, E side near entrance.",,"North America: Canada; Nunavut, Devon I.",primary(LL); NAD27(LL),74° 32' N,82° 47' W,74° 33' N,,,,74.533333,-82.783333,74.55,,false,,,,,,NAD27,,,,,,,,,,,,,,Snowbed.,"Region: Qikiqtaaluk; Site Name: Croker Bay, E side, close to the mouth of the bay, Devon Island; Site Type: Bay; Notes: Coordinates verified; Source: NTS 48E & 38F (P. Wise, 3/12/2009)",true,,,false,false,CAN,583051,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:24 UTC,XGVIEWS
432340,eng,CAN 583051,,CAN 583051-Crocker Bay(NU),terrestrial,"Devon Island, SE side. Croker Bay, E side near entrance.",,"North America: Canada; Nunavut, Devon I.",primary(LL); NAD27(LL),74° 32' N,82° 47' W,74° 33' N,,,,74.533333,-82.783333,74.55,,false,,,,,,NAD27,,,,,,,,,,,,,,Snowbed.,"Region: Qikiqtaaluk; Site Name: Croker Bay, E side, close to the mouth of the bay, Devon Island; Site Type: Bay; Notes: Coordinates verified; Source: NTS 48E & 38F (P. Wise, 3/12/2009)",true,,,false,false,CAN,583051,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:24 UTC,XGVIEWS
432340,eng,CAN 583051,,CAN 583051-Crocker Bay(NU),terrestrial,"Devon Island, SE side. Croker Bay, E side near entrance.",,"North America: Canada; Nunavut, Devon I.",primary(LL); NAD27(LL),74° 32' N,82° 47' W,74° 33' N,,,,74.533333,-82.783333,74.55,,false,,,,,,NAD27,,,,,,,,,,,,,,Snowbed.,"Region: Qikiqtaaluk; Site Name: Croker Bay, E side, close to the mouth of the bay, Devon Island; Site Type: Bay; Notes: Coordinates verified; Source: NTS 48E & 38F (P. Wise, 3/12/2009)",true,,,false,false,CAN,583051,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:24 UTC,XGVIEWS
432340,eng,CAN 583051,,CAN 583051-Crocker Bay(NU),terrestrial,"Devon Island, SE side. Croker Bay, E side near entrance.",,"North America: Canada; Nunavut, Devon I.",primary(LL); NAD27(LL),74° 32' N,82° 47' W,74° 33' N,,,,74.533333,-82.783333,74.55,,false,,,,,,NAD27,,,,,,,,,,,,,,Snowbed.,"Region: Qikiqtaaluk; Site Name: Croker Bay, E side, close to the mouth of the bay, Devon Island; Site Type: Bay; Notes: Coordinates verified; Source: NTS 48E & 38F (P. Wise, 3/12/2009)",true,,,false,false,CAN,583051,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:24 UTC,XGVIEWS
432340,eng,CAN 583051,,CAN 583051-Crocker Bay(NU),terrestrial,"Devon Island, SE side. Croker Bay, E side near entrance.",,"North America: Canada; Nunavut, Devon I.",primary(LL); NAD27(LL),74° 32' N,82° 47' W,74° 33' N,,,,74.533333,-82.783333,74.55,,false,,,,,,NAD27,,,,,,,,,,,,,,Snowbed.,"Region: Qikiqtaaluk; Site Name: Croker Bay, E side, close to the mouth of the bay, Devon Island; Site Type: Bay; Notes: Coordinates verified; Source: NTS 48E & 38F (P. Wise, 3/12/2009)",true,,,false,false,CAN,583051,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:24 UTC,XGVIEWS
432340,eng,CAN 583051,,CAN 583051-Crocker Bay(NU),terrestrial,"Devon Island, SE side. Croker Bay, E side near entrance.",,"North America: Canada; Nunavut, Devon I.",primary(LL); NAD27(LL),74° 32' N,82° 47' W,74° 33' N,,,,74.533333,-82.783333,74.55,,false,,,,,,NAD27,,,,,,,,,,,,,,Snowbed.,"Region: Qikiqtaaluk; Site Name: Croker Bay, E side, close to the mouth of the bay, Devon Island; Site Type: Bay; Notes: Coordinates verified; Source: NTS 48E & 38F (P. Wise, 3/12/2009)",true,,,false,false,CAN,583051,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:24 UTC,XGVIEWS
432340,eng,CAN 583051,,CAN 583051-Crocker Bay(NU),terrestrial,"Devon Island, SE side. Croker Bay, E side near entrance.",,"North America: Canada; Nunavut, Devon I.",primary(LL); NAD27(LL),74° 32' N,82° 47' W,74° 33' N,,,,74.533333,-82.783333,74.55,,false,,,,,,NAD27,,,,,,,,,,,,,,Snowbed.,"Region: Qikiqtaaluk; Site Name: Croker Bay, E side, close to the mouth of the bay, Devon Island; Site Type: Bay; Notes: Coordinates verified; Source: NTS 48E & 38F (P. Wise, 3/12/2009)",true,,,false,false,CAN,583051,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:24 UTC,XGVIEWS
432341,eng,CAN 583043,,CAN 583043-Crocker Bay(NU),,"Devon Island, SE side. Croker Bay, E side near entrance.",,"North America: Canada; Nunavut, Devon I.",primary,74° 32' N,82° 47' W,74° 33' N,,,,74.533333,-82.783333,74.55,,false,,,,,,,,,,,,,,,,,,,,Granite cliffs.,Original data: Crocker Bay.,true,,,false,false,CAN,583043,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:24 UTC,XGVIEWS
432343,eng,CAN 583042,,CAN 583042-Muskox Fiord(NU),,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part; 2-3 km SW of camp.",,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,,,true,,,false,false,CAN,583042,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:24 UTC,XGVIEWS
432344,eng,CAN 583041,,CAN 583041-Muskox Fiord(NU),,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part; 2-3 km SW of camp.",,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Crevices in dolomite erratic boulder.,,true,,,false,false,CAN,583041,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:24 UTC,XGVIEWS
432365,eng,CAN 583408,,CAN 583408-Crocker Bay(NU),,"Devon Island, SE side. Croker Bay, E side near entrance.",,"North America: Canada; Nunavut, Devon I.",primary,74° 32' N,82° 47' W,74° 33' N,,,,74.533333,-82.783333,74.55,,false,,,,,,,,,,,,,,,,,,,,Damp silty plain.,Original data: Crocker Bay.,true,,,false,false,CAN,583408,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432367,eng,CAN 583409,,CAN 583409-Crocker Bay(NU),,"Devon Island, SE side. Croker Bay, E side near entrance.",,"North America: Canada; Nunavut, Croker Bay",primary,74° 32' N,82° 47' W,74° 33' N,,,,74.533333,-82.783333,74.55,,false,,,,,,,,,,,,,,,,,,,,Inner salt marsh.,Original data: Crocker Bay.,true,,,false,false,CAN,583409,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432369,eng,CAN 583412,,CAN 583412-Muskox Fiord(NU),,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583412,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432370,eng,CAN 583410,,CAN 583410-Muskox Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583410,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432370,eng,CAN 583410,,CAN 583410-Muskox Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583410,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432370,eng,CAN 583410,,CAN 583410-Muskox Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583410,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432370,eng,CAN 583410,,CAN 583410-Muskox Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583410,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432370,eng,CAN 583410,,CAN 583410-Muskox Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583410,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432370,eng,CAN 583410,,CAN 583410-Muskox Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583410,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432370,eng,CAN 583410,,CAN 583410-Muskox Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583410,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432370,eng,CAN 583410,,CAN 583410-Muskox Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583410,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432370,eng,CAN 583410,,CAN 583410-Muskox Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583410,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432370,eng,CAN 583410,,CAN 583410-Muskox Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583410,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432370,eng,CAN 583410,,CAN 583410-Muskox Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583410,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432370,eng,CAN 583410,,CAN 583410-Muskox Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583410,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432370,eng,CAN 583410,,CAN 583410-Muskox Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583410,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432370,eng,CAN 583410,,CAN 583410-Muskox Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583410,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432370,eng,CAN 583410,,CAN 583410-Muskox Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583410,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432370,eng,CAN 583410,,CAN 583410-Muskox Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583410,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432370,eng,CAN 583410,,CAN 583410-Muskox Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583410,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432372,eng,CAN 583411,,CAN 583411-Muskox Fiord(NU),,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Dolomite silt plain.,,true,,,false,false,CAN,583411,000000,000000,000000,000000,2001-12-06 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432577,eng,CAN 22564,,CAN 22564-Caribou Mountain(AB),,Wood Buffalo National Park (AB). Base of eastern slope of Caribou Mountains,,"North America: Canada; Alberta, Caribou Mountains",primary,58° 57' N,113° 55' W,58° 51' N,113° 57' W,,,58.95,-113.916667,58.85,-113.95,false,,,,,,,,,,,,,,,,,,,,Willow slough margin of prairie.,,true,,,false,false,CAN,022564,000000,000000,000000,000000,2001-12-10 00:00:00 UTC,DLAUNIER,2016-07-28 15:55:22 UTC,XGVIEWS
432577,eng,CAN 22564,,CAN 22564-Caribou Mountain(AB),,Wood Buffalo National Park (AB). Base of eastern slope of Caribou Mountains,,"North America: Canada; Alberta, Caribou Mountains",primary,58° 57' N,113° 55' W,58° 51' N,113° 57' W,,,58.95,-113.916667,58.85,-113.95,false,,,,,,,,,,,,,,,,,,,,Willow slough margin of prairie.,,true,,,false,false,CAN,022564,000000,000000,000000,000000,2001-12-10 00:00:00 UTC,DLAUNIER,2016-07-28 15:55:22 UTC,XGVIEWS
432660,eng,CAN 583071,,CAN 583071-Baad Fiord(NU),,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Shallow marsh on dolomite silt.,,true,,,false,false,CAN,583071,000000,000000,000000,000000,2001-12-11 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432660,eng,CAN 583071,,CAN 583071-Baad Fiord(NU),,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Shallow marsh on dolomite silt.,,true,,,false,false,CAN,583071,000000,000000,000000,000000,2001-12-11 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432666,eng,CAN 583114,,CAN 583114-Baad Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Crevices in dolomite erratic boulder.,,true,,,false,false,CAN,583114,000000,000000,000000,000000,2001-12-11 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432666,eng,CAN 583114,,CAN 583114-Baad Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Crevices in dolomite erratic boulder.,,true,,,false,false,CAN,583114,000000,000000,000000,000000,2001-12-11 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432666,eng,CAN 583114,,CAN 583114-Baad Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",1999-08-22 - 1999-08-23,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Crevices in dolomite erratic boulder.,,true,,,false,false,CAN,583114,000000,000000,000000,000000,2001-12-11 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432667,eng,CAN 583126,,CAN 583126-Baad Fiord(NU),,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Foot of erratic dolomite boulder.,,true,,,false,false,CAN,583126,000000,000000,000000,000000,2001-12-11 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432668,eng,CAN 583145,,CAN 583145-Baad Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, W part near lake near Muskox Fiord.",,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 19' N,86° 50' W,76° 20' N,86° 50' W,,,76.316667,-86.833333,76.333333,-86.833333,false,,,,,,,,,,,,,,,,,,,,,,true,,,false,false,CAN,583145,000000,000000,000000,000000,2001-12-11 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432668,eng,CAN 583145,,CAN 583145-Baad Fiord(NU),terrestrial,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, W part near lake near Muskox Fiord.",,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 19' N,86° 50' W,76° 20' N,86° 50' W,,,76.316667,-86.833333,76.333333,-86.833333,false,,,,,,,,,,,,,,,,,,,,,,true,,,false,false,CAN,583145,000000,000000,000000,000000,2001-12-11 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432669,eng,CAN 583146,,CAN 583146-Baad Fiord(NU),,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Shallow marsh on dolomite silt.,,true,,,false,false,CAN,583146,000000,000000,000000,000000,2001-12-11 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432669,eng,CAN 583146,,CAN 583146-Baad Fiord(NU),,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Shallow marsh on dolomite silt.,,true,,,false,false,CAN,583146,000000,000000,000000,000000,2001-12-11 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432669,eng,CAN 583146,,CAN 583146-Baad Fiord(NU),,"Ellesmere Island, S side.  Valley between Muskox Fiord and Baad Fiord, middle part.",,"North America: Canada; Nunavut, Ellesmere I.",primary,76° 30' N,86° 46' W,76° 31' N,,,,76.5,-86.766667,76.516667,,false,,,,,,,,,,,,,,,,,,,,Shallow marsh on dolomite silt.,,true,,,false,false,CAN,583146,000000,000000,000000,000000,2001-12-11 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:25 UTC,XGVIEWS
432738,eng,CAN 583371,,CAN 583371-Croker Bay(NU),,"Devon Island, SE side.  Croker Bay, E side near entrance.",,"North America: Canada; Nunavut, Croker Bay",primary,74° 32' N,82° 47' W,74° 33' N,,,,74.533333,-82.783333,74.55,,false,,,,,,,,,,,,,,,,,,,,Marsh.,Original data: Crocker Bay.,true,,,false,false,CAN,583371,000000,000000,000000,000000,2001-12-11 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:24 UTC,XGVIEWS
432740,eng,CAN 583144,,CAN 583144-Crocker Bay(NU),,"Devon Island, SE side.  Croker Bay, E side near entrance.",,"North America: Canada; Nunavut, Croker Bay",primary,74° 32' N,82° 47' W,74° 33' N,,,,74.533333,-82.783333,74.55,,false,,,,,,,,,,,,,,,,,,,,Marsh.,Original data: Crocker Bay.,true,,,false,false,CAN,583144,000000,000000,000000,000000,2001-12-11 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:24 UTC,XGVIEWS
432740,eng,CAN 583144,,CAN 583144-Crocker Bay(NU),,"Devon Island, SE side.  Croker Bay, E side near entrance.",,"North America: Canada; Nunavut, Croker Bay",primary,74° 32' N,82° 47' W,74° 33' N,,,,74.533333,-82.783333,74.55,,false,,,,,,,,,,,,,,,,,,,,Marsh.,Original data: Crocker Bay.,true,,,false,false,CAN,583144,000000,000000,000000,000000,2001-12-11 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:24 UTC,XGVIEWS
432742,eng,CAN 583382,,CAN 583382-Crocker Bay(NU),terrestrial,"Devon Island, SE side.  Croker Bay, E side near entrance.",,"North America: Canada; Nunavut, Croker Bay",primary,74° 32' N,82° 47' W,74° 33' N,,,,74.533333,-82.783333,74.55,,false,,,,,,,,,,,,,,,,,,,,Irrigated snowbed.,Original data: Crocker Bay.,true,,,false,false,CAN,583382,000000,000000,000000,000000,2001-12-11 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:24 UTC,XGVIEWS
432743,eng,CAN 583390,,CAN 583390-Crocker Bay(NU),,"Devon Island, SE side.  Croker Bay, E side near entrance.",,"North America: Canada; Nunavut, Croker Bay",primary,74° 32' N,82° 47' W,74° 33' N,,,,74.533333,-82.783333,74.55,,false,,,,,,,,,,,,,,,,,,,,Shoreline,Original data: Crocker Bay.,true,,,false,false,CAN,583390,000000,000000,000000,000000,2001-12-11 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:24 UTC,XGVIEWS
432744,eng,CAN 583083,,CAN 583083-Crocker Bay(NU),,"Devon Island, SE side.  Croker Bay, E side near entrance.",,"North America: Canada; Nunavut, Croker Bay",primary,74° 32' N,82° 47' W,74° 33' N,,,,74.533333,-82.783333,74.55,,false,,,,,,,,,,,,,,,,,,,,Acidic cliff ledge.,Original data: Crocker Bay.,true,,,false,false,CAN,583083,000000,000000,000000,000000,2001-12-11 00:00:00 UTC,MBOUCHARD,2016-07-28 15:55:24 UTC,XGVIEWS
